State,Sex,Year,Name,Number,Percent
BERAT,M,2011,Çeço,1,0.01
BERAT,M,2011,Abedin,1,0.01
BERAT,M,2011,Abil,1,0.01
BERAT,M,2011,Adelen,1,0.01
BERAT,M,2011,ADION,1,0.01
BERAT,M,2011,Adri,1,0.01
BERAT,M,2011,Adrian,1,0.01
BERAT,M,2011,Adriano,1,0.01
BERAT,M,2011,Adrijan,1,0.01
BERAT,M,2011,Adriol,1,0.01
BERAT,M,2011,Agron,1,0.01
BERAT,M,2011,Ainsley,1,0.01
BERAT,M,2011,Aisel,1,0.01
BERAT,M,2011,Ajdli,1,0.01
BERAT,M,2011,Ajteo,1,0.01
BERAT,M,2011,Alban,2,0.01
BERAT,M,2011,Albert,1,0.01
BERAT,M,2011,Alberto,1,0.01
BERAT,M,2011,Albi,3,0.02
BERAT,M,2011,Albino,1,0.01
BERAT,M,2011,Albiol,1,0.01
BERAT,M,2011,Albion,4,0.02
BERAT,M,2011,Aldi,1,0.01
BERAT,M,2011,Aldjon,2,0.01
BERAT,M,2011,Aldo,4,0.02
BERAT,M,2011,Aleandro,3,0.02
BERAT,M,2011,Aleant,1,0.01
BERAT,M,2011,Alehandro,2,0.01
BERAT,M,2011,Aleks,7,0.04
BERAT,M,2011,Aleksandër,4,0.02
BERAT,M,2011,Aleksander,4,0.02
BERAT,M,2011,Aleksandro,4,0.02
BERAT,M,2011,Alesio,2,0.01
BERAT,M,2011,Alesjo,3,0.02
BERAT,M,2011,Alfred,1,0.01
BERAT,M,2011,Algent,1,0.01
BERAT,M,2011,Algert,1,0.01
BERAT,M,2011,Algerto,1,0.01
BERAT,M,2011,Aliandro,1,0.01
BERAT,M,2011,Alin,1,0.01
BERAT,M,2011,Alindo,1,0.01
BERAT,M,2011,Alkeo,4,0.02
BERAT,M,2011,Alkido,1,0.01
BERAT,M,2011,Almir,1,0.01
BERAT,M,2011,Alteo,1,0.01
BERAT,M,2011,Alvi,2,0.01
BERAT,M,2011,Alvin,1,0.01
BERAT,M,2011,Amadeo,1,0.01
BERAT,M,2011,Amarild,1,0.01
BERAT,M,2011,Amarildo,2,0.01
BERAT,M,2011,Amelio,1,0.01
BERAT,M,2011,Ameljo,1,0.01
BERAT,M,2011,Andi,1,0.01
BERAT,M,2011,Andrea,4,0.02
BERAT,M,2011,Anduel,1,0.01
BERAT,M,2011,Aneld,1,0.01
BERAT,M,2011,Angjelo,4,0.02
BERAT,M,2011,Angjelos,3,0.02
BERAT,M,2011,Ani,1,0.01
BERAT,M,2011,Aniel,1,0.01
BERAT,M,2011,Anikel,1,0.01
BERAT,M,2011,Antonio,5,0.03
BERAT,M,2011,Antuan,1,0.01
BERAT,M,2011,Anxhelino,1,0.01
BERAT,M,2011,Anxhelo,3,0.02
BERAT,M,2011,Anxhelos,1,0.01
BERAT,M,2011,Arbër,1,0.01
BERAT,M,2011,Arber,1,0.01
BERAT,M,2011,Arbiord,1,0.01
BERAT,M,2011,Arbjon,1,0.01
BERAT,M,2011,Arbri,2,0.01
BERAT,M,2011,Ardit,3,0.02
BERAT,M,2011,Argit,1,0.01
BERAT,M,2011,Arian,1,0.01
BERAT,M,2011,Arjol,1,0.01
BERAT,M,2011,Arjon,1,0.01
BERAT,M,2011,Arlendio,1,0.01
BERAT,M,2011,Arli,1,0.01
BERAT,M,2011,Arlind,1,0.01
BERAT,M,2011,Armand,1,0.01
BERAT,M,2011,Armen,1,0.01
BERAT,M,2011,Armend,1,0.01
BERAT,M,2011,Arnildo,1,0.01
BERAT,M,2011,Aros,1,0.01
BERAT,M,2011,Arqile,1,0.01
BERAT,M,2011,Arseld,1,0.01
BERAT,M,2011,Arsen,1,0.01
BERAT,M,2011,Arsi,1,0.01
BERAT,M,2011,Arsid,1,0.01
BERAT,M,2011,Arsiel,1,0.01
BERAT,M,2011,Arshin,1,0.01
BERAT,M,2011,Artion,1,0.01
BERAT,M,2011,Asllan,2,0.01
BERAT,M,2011,Astrit,1,0.01
BERAT,M,2011,Augerto,1,0.01
BERAT,M,2011,Aurelio,1,0.01
BERAT,M,2011,Avdulla,1,0.01
BERAT,M,2011,Avgustin,1,0.01
BERAT,M,2011,Azis,1,0.01
BERAT,M,2011,Bahir,1,0.01
BERAT,M,2011,Bakian,1,0.01
BERAT,M,2011,Balil,1,0.01
BERAT,M,2011,Bari,1,0.01
BERAT,M,2011,Barjam,1,0.01
BERAT,M,2011,Benaldo,1,0.01
BERAT,M,2011,Beqo,1,0.01
BERAT,M,2011,Berat Emil,1,0.01
BERAT,M,2011,Besard,2,0.01
BERAT,M,2011,Besjana,1,0.01
BERAT,M,2011,Besmir,2,0.01
BERAT,M,2011,Biorki,1,0.01
BERAT,M,2011,Bjorni,1,0.01
BERAT,M,2011,Blendi,1,0.01
BERAT,M,2011,Blerim,1,0.01
BERAT,M,2011,Boen,1,0.01
BERAT,M,2011,Bojken,1,0.01
BERAT,M,2011,Braiden,1,0.01
BERAT,M,2011,Brajan,3,0.02
BERAT,M,2011,Brian,1,0.01
BERAT,M,2011,Briland,1,0.01
BERAT,M,2011,Brukli,1,0.01
BERAT,M,2011,Bruno,2,0.01
BERAT,M,2011,Bryan,1,0.01
BERAT,M,2011,Bujar,1,0.01
BERAT,M,2011,Dalino,1,0.01
BERAT,M,2011,Damiano,1,0.01
BERAT,M,2011,Damjan,1,0.01
BERAT,M,2011,Damjano,1,0.01
BERAT,M,2011,Daniel,3,0.02
BERAT,M,2011,Danjel,3,0.02
BERAT,M,2011,Dariel,1,0.01
BERAT,M,2011,Dario,2,0.01
BERAT,M,2011,David,1,0.01
BERAT,M,2011,Davide,1,0.01
BERAT,M,2011,Dean,1,0.01
BERAT,M,2011,Deivi,1,0.01
BERAT,M,2011,Deivid,1,0.01
BERAT,M,2011,Dejvi,1,0.01
BERAT,M,2011,Dejvid,1,0.01
BERAT,M,2011,Denian,1,0.01
BERAT,M,2011,Denis,4,0.02
BERAT,M,2011,Dervish,1,0.01
BERAT,M,2011,Desar,1,0.01
BERAT,M,2011,Devis,2,0.01
BERAT,M,2011,Diamant,1,0.01
BERAT,M,2011,Didjon,1,0.01
BERAT,M,2011,Dion,5,0.03
BERAT,M,2011,Dioni,2,0.01
BERAT,M,2011,Dionis,3,0.02
BERAT,M,2011,Dishel,1,0.01
BERAT,M,2011,Djego,1,0.01
BERAT,M,2011,Donald,1,0.01
BERAT,M,2011,Dorjan,2,0.01
BERAT,M,2011,Drilon,1,0.01
BERAT,M,2011,Drini,1,0.01
BERAT,M,2011,Dritan,2,0.01
BERAT,M,2011,Dhimitër,1,0.01
BERAT,M,2011,Edion,1,0.01
BERAT,M,2011,Eduarto,1,0.01
BERAT,M,2011,Egnatio,1,0.01
BERAT,M,2011,Egri,1,0.01
BERAT,M,2011,Ejlis,1,0.01
BERAT,M,2011,Ekleim,1,0.01
BERAT,M,2011,Eldi,1,0.01
BERAT,M,2011,Eldis,1,0.01
BERAT,M,2011,Elgen,1,0.01
BERAT,M,2011,Elias,1,0.01
BERAT,M,2011,Elidjon,2,0.01
BERAT,M,2011,Elidon,1,0.01
BERAT,M,2011,Elio,5,0.03
BERAT,M,2011,Elion,2,0.01
BERAT,M,2011,Elios,1,0.01
BERAT,M,2011,Elis,1,0.01
BERAT,M,2011,Elisjon,1,0.01
BERAT,M,2011,Eljon,1,0.01
BERAT,M,2011,Elkint,1,0.01
BERAT,M,2011,Elmas,2,0.01
BERAT,M,2011,Elsjano,1,0.01
BERAT,M,2011,Elsjon,1,0.01
BERAT,M,2011,Elvi,1,0.01
BERAT,M,2011,Elvin,1,0.01
BERAT,M,2011,Emanuel,6,0.03
BERAT,M,2011,Emiljano,2,0.01
BERAT,M,2011,Emin,1,0.01
BERAT,M,2011,Enars,1,0.01
BERAT,M,2011,Endri,4,0.02
BERAT,M,2011,Endrit,2,0.01
BERAT,M,2011,Enea,3,0.02
BERAT,M,2011,Enel,1,0.01
BERAT,M,2011,Eneo,1,0.01
BERAT,M,2011,Enerit,1,0.01
BERAT,M,2011,Enes,3,0.02
BERAT,M,2011,Enio,1,0.01
BERAT,M,2011,Enis,1,0.01
BERAT,M,2011,Enoel,1,0.01
BERAT,M,2011,Enri,1,0.01
BERAT,M,2011,Enrik,1,0.01
BERAT,M,2011,Ensard,1,0.01
BERAT,M,2011,Entoni,1,0.01
BERAT,M,2011,Enver,1,0.01
BERAT,M,2011,Enzo,2,0.01
BERAT,M,2011,Erbian,1,0.01
BERAT,M,2011,Erbjon,1,0.01
BERAT,M,2011,Ergi,3,0.02
BERAT,M,2011,Ergin,1,0.01
BERAT,M,2011,Ergito,1,0.01
BERAT,M,2011,Ergys,1,0.01
BERAT,M,2011,Erigert,1,0.01
BERAT,M,2011,Erind,1,0.01
BERAT,M,2011,Eris,1,0.01
BERAT,M,2011,Erjo,1,0.01
BERAT,M,2011,Erjon,2,0.01
BERAT,M,2011,Erlind,1,0.01
BERAT,M,2011,Ermamo,1,0.01
BERAT,M,2011,Ermeneo,1,0.01
BERAT,M,2011,Ernado,1,0.01
BERAT,M,2011,Ernest,1,0.01
BERAT,M,2011,Ersi,2,0.01
BERAT,M,2011,Ersjan,1,0.01
BERAT,M,2011,Erti,1,0.01
BERAT,M,2011,Ervis,5,0.03
BERAT,M,2011,Ervjol,1,0.01
BERAT,M,2011,Esi,1,0.01
BERAT,M,2011,Esiljan,1,0.01
BERAT,M,2011,Esterina,1,0.01
BERAT,M,2011,Estjan,1,0.01
BERAT,M,2011,Etem,1,0.01
BERAT,M,2011,Eugen,1,0.01
BERAT,M,2011,Everest,1,0.01
BERAT,M,2011,Fabian,1,0.01
BERAT,M,2011,Fabiano,2,0.01
BERAT,M,2011,Fabio,1,0.01
BERAT,M,2011,Fabjan,7,0.04
BERAT,M,2011,Fabjano,1,0.01
BERAT,M,2011,Fabjo,2,0.01
BERAT,M,2011,Fabjol,2,0.01
BERAT,M,2011,Fabricio,1,0.01
BERAT,M,2011,Fabricjo,1,0.01
BERAT,M,2011,Faiken,1,0.01
BERAT,M,2011,Fatijon,1,0.01
BERAT,M,2011,Fation,1,0.01
BERAT,M,2011,Fatjon,3,0.02
BERAT,M,2011,Fatmir,1,0.01
BERAT,M,2011,Fatos,1,0.01
BERAT,M,2011,Favian,1,0.01
BERAT,M,2011,Fejzi,1,0.01
BERAT,M,2011,Fiqiret,1,0.01
BERAT,M,2011,Fjoreld,1,0.01
BERAT,M,2011,Flamur,1,0.01
BERAT,M,2011,Flavio,3,0.02
BERAT,M,2011,Flobens,1,0.01
BERAT,M,2011,Floert,1,0.01
BERAT,M,2011,Florent,1,0.01
BERAT,M,2011,Florestio,1,0.01
BERAT,M,2011,Florjan,4,0.02
BERAT,M,2011,Flugers,1,0.01
BERAT,M,2011,Fluid,1,0.01
BERAT,M,2011,Françesk,1,0.01
BERAT,M,2011,Franko,1,0.01
BERAT,M,2011,Frenki,3,0.02
BERAT,M,2011,Frensi,1,0.01
BERAT,M,2011,Gëzim,1,0.01
BERAT,M,2011,Gabriel,5,0.03
BERAT,M,2011,Gabrielle,1,0.01
BERAT,M,2011,Gani,1,0.01
BERAT,M,2011,Gentian,1,0.01
BERAT,M,2011,Gentjan,2,0.01
BERAT,M,2011,Gerald,2,0.01
BERAT,M,2011,Geraldo,1,0.01
BERAT,M,2011,Geridjol,1,0.01
BERAT,M,2011,Gerjon,2,0.01
BERAT,M,2011,Gersjan,3,0.02
BERAT,M,2011,Gerti,1,0.01
BERAT,M,2011,Gesjan,1,0.01
BERAT,M,2011,Gledis,1,0.01
BERAT,M,2011,Glejdis,1,0.01
BERAT,M,2011,Glendi,1,0.01
BERAT,M,2011,Gleon,1,0.01
BERAT,M,2011,Graciano,1,0.01
BERAT,M,2011,Gramos,2,0.01
BERAT,M,2011,Gramoz,1,0.01
BERAT,M,2011,Griseld,1,0.01
BERAT,M,2011,Guçjan,1,0.01
BERAT,M,2011,Gjenç,1,0.01
BERAT,M,2011,Hamza,1,0.01
BERAT,M,2011,Haniel,1,0.01
BERAT,M,2011,Henri,1,0.01
BERAT,M,2011,Hermes,1,0.01
BERAT,M,2011,Ibrajan,1,0.01
BERAT,M,2011,Idahet,1,0.01
BERAT,M,2011,Idlir,1,0.01
BERAT,M,2011,Iglirjon,1,0.01
BERAT,M,2011,Ignasjo,1,0.01
BERAT,M,2011,Ilia,2,0.01
BERAT,M,2011,Ilias,1,0.01
BERAT,M,2011,Ilidor,1,0.01
BERAT,M,2011,Ilir,1,0.01
BERAT,M,2011,Iljon,1,0.01
BERAT,M,2011,Ilmir,1,0.01
BERAT,M,2011,Imran,1,0.01
BERAT,M,2011,Indrit,1,0.01
BERAT,M,2011,Irdi,2,0.01
BERAT,M,2011,Isard,1,0.01
BERAT,M,2011,Ismet,1,0.01
BERAT,M,2011,Isuf,1,0.01
BERAT,M,2011,Jetmir,1,0.01
BERAT,M,2011,Joan,1,0.01
BERAT,M,2011,Joel,1,0.01
BERAT,M,2011,Johan,1,0.01
BERAT,M,2011,Jolind,1,0.01
BERAT,M,2011,Jonald,1,0.01
BERAT,M,2011,Jonas,1,0.01
BERAT,M,2011,Jonuz,1,0.01
BERAT,M,2011,Josif,1,0.01
BERAT,M,2011,Juljan,1,0.01
BERAT,M,2011,Jurgen,3,0.02
BERAT,M,2011,Jurgent,1,0.01
BERAT,M,2011,Kadri,1,0.01
BERAT,M,2011,Kane,1,0.01
BERAT,M,2011,Kasëm,1,0.01
BERAT,M,2011,Keidi,1,0.01
BERAT,M,2011,Kejdi,2,0.01
BERAT,M,2011,Kejvi,1,0.01
BERAT,M,2011,Keol,1,0.01
BERAT,M,2011,Kesian,1,0.01
BERAT,M,2011,Kevin,1,0.01
BERAT,M,2011,Klajdi,1,0.01
BERAT,M,2011,Klajdis,1,0.01
BERAT,M,2011,Klarenc,1,0.01
BERAT,M,2011,Klaudio,1,0.01
BERAT,M,2011,Klaudjo,2,0.01
BERAT,M,2011,Klaus,1,0.01
BERAT,M,2011,Klavel,1,0.01
BERAT,M,2011,Klea,1,0.01
BERAT,M,2011,Kleand,1,0.01
BERAT,M,2011,Kleandio,1,0.01
BERAT,M,2011,Kleandro,2,0.01
BERAT,M,2011,Kleant,1,0.01
BERAT,M,2011,Kleart,1,0.01
BERAT,M,2011,Kledion,1,0.01
BERAT,M,2011,Kledis,2,0.01
BERAT,M,2011,Kledjon,1,0.01
BERAT,M,2011,Klein,1,0.01
BERAT,M,2011,Kleiton,1,0.01
BERAT,M,2011,Klejdi,4,0.02
BERAT,M,2011,Klejdio,1,0.01
BERAT,M,2011,Klejdjan,1,0.01
BERAT,M,2011,Klejdjo,1,0.01
BERAT,M,2011,Kleo,3,0.02
BERAT,M,2011,Klerist,1,0.01
BERAT,M,2011,Klevis,6,0.03
BERAT,M,2011,Klodian,1,0.01
BERAT,M,2011,Klodjan,1,0.01
BERAT,M,2011,Kristi,4,0.02
BERAT,M,2011,Kristian-Syrjan,1,0.01
BERAT,M,2011,Kristian,5,0.03
BERAT,M,2011,Kristiano,1,0.01
BERAT,M,2011,Kristien,1,0.01
BERAT,M,2011,Kristjan,1,0.01
BERAT,M,2011,Kristjano,2,0.01
BERAT,M,2011,Kujtim,2,0.01
BERAT,M,2011,Ladimir,1,0.01
BERAT,M,2011,Latif,1,0.01
BERAT,M,2011,Laurent,1,0.01
BERAT,M,2011,Lavdimir,1,0.01
BERAT,M,2011,Leandro,4,0.02
BERAT,M,2011,Ledi,1,0.01
BERAT,M,2011,Ledion,2,0.01
BERAT,M,2011,Ledjano,1,0.01
BERAT,M,2011,Ledjo,1,0.01
BERAT,M,2011,Ledjon,3,0.02
BERAT,M,2011,Leo,2,0.01
BERAT,M,2011,Leonel,2,0.01
BERAT,M,2011,Leonito,1,0.01
BERAT,M,2011,Lionel,5,0.03
BERAT,M,2011,Lisjano,1,0.01
BERAT,M,2011,Lordi,1,0.01
BERAT,M,2011,Luçjano,1,0.01
BERAT,M,2011,Luis,6,0.03
BERAT,M,2011,Lulëzim,1,0.01
BERAT,M,2011,Lumën,1,0.01
BERAT,M,2011,Llambrid,1,0.01
BERAT,M,2011,Llukan,1,0.01
BERAT,M,2011,Majklen,1,0.01
BERAT,M,2011,Makeljano,1,0.01
BERAT,M,2011,Maksimiljano,2,0.01
BERAT,M,2011,Maksuel,1,0.01
BERAT,M,2011,Manol,1,0.01
BERAT,M,2011,Manuel,1,0.01
BERAT,M,2011,Maren,1,0.01
BERAT,M,2011,Mariano,1,0.01
BERAT,M,2011,Mariel,1,0.01
BERAT,M,2011,Mariglen,2,0.01
BERAT,M,2011,Marildo,1,0.01
BERAT,M,2011,Marinel,1,0.01
BERAT,M,2011,Mario,1,0.01
BERAT,M,2011,Marjel,4,0.02
BERAT,M,2011,Marjo,2,0.01
BERAT,M,2011,Marjol,1,0.01
BERAT,M,2011,Marjus,1,0.01
BERAT,M,2011,Markel,2,0.01
BERAT,M,2011,Markelian,1,0.01
BERAT,M,2011,Marko,1,0.01
BERAT,M,2011,Marsel,1,0.01
BERAT,M,2011,Marsid,1,0.01
BERAT,M,2011,Martin,2,0.01
BERAT,M,2011,Mateo,11,0.06
BERAT,M,2011,Mateus,1,0.01
BERAT,M,2011,Matia,1,0.01
BERAT,M,2011,Maurisjo,1,0.01
BERAT,M,2011,Mazar,1,0.01
BERAT,M,2011,Mehmet,1,0.01
BERAT,M,2011,Meison,1,0.01
BERAT,M,2011,Meklej,1,0.01
BERAT,M,2011,Meleq,1,0.01
BERAT,M,2011,Melvin,1,0.01
BERAT,M,2011,Menson,1,0.01
BERAT,M,2011,Merlin,1,0.01
BERAT,M,2011,Mestan,1,0.01
BERAT,M,2011,Migel,2,0.01
BERAT,M,2011,Mikael,2,0.01
BERAT,M,2011,Mikea,1,0.01
BERAT,M,2011,Mikel,2,0.01
BERAT,M,2011,Mikelanxho,1,0.01
BERAT,M,2011,Mikeljan,1,0.01
BERAT,M,2011,Mirel,1,0.01
BERAT,M,2011,Mirgen,1,0.01
BERAT,M,2011,Mirjan,1,0.01
BERAT,M,2011,Mitat,1,0.01
BERAT,M,2011,Mustafa,3,0.02
BERAT,M,2011,Mynyr,2,0.01
BERAT,M,2011,Nazmi,1,0.01
BERAT,M,2011,Nedison,1,0.01
BERAT,M,2011,Nejvis,1,0.01
BERAT,M,2011,Nelson,2,0.01
BERAT,M,2011,Nerald,1,0.01
BERAT,M,2011,Nevjo,1,0.01
BERAT,M,2011,Nexhip,1,0.01
BERAT,M,2011,Nikea,1,0.01
BERAT,M,2011,Nikola,2,0.01
BERAT,M,2011,Nikolin,1,0.01
BERAT,M,2011,Noel,9,0.05
BERAT,M,2011,Odise,1,0.01
BERAT,M,2011,Ogren,2,0.01
BERAT,M,2011,Olgert,2,0.01
BERAT,M,2011,Oliver,1,0.01
BERAT,M,2011,Olsjan,1,0.01
BERAT,M,2011,Oltiano,2,0.01
BERAT,M,2011,Oltjan,1,0.01
BERAT,M,2011,Oltjon,1,0.01
BERAT,M,2011,Omar,1,0.01
BERAT,M,2011,Oni,1,0.01
BERAT,M,2011,Orest,7,0.04
BERAT,M,2011,Oresti,1,0.01
BERAT,M,2011,Orges,2,0.01
BERAT,M,2011,Orgest,2,0.01
BERAT,M,2011,Orgito,3,0.02
BERAT,M,2011,Orion,1,0.01
BERAT,M,2011,Orjan,1,0.01
BERAT,M,2011,Përparim,1,0.01
BERAT,M,2011,Panajot,1,0.01
BERAT,M,2011,Paulo,1,0.01
BERAT,M,2011,Petrit,2,0.01
BERAT,M,2011,Piro,1,0.01
BERAT,M,2011,Qazim,1,0.01
BERAT,M,2011,Qemal,2,0.01
BERAT,M,2011,Rafael,1,0.01
BERAT,M,2011,Rajan,2,0.01
BERAT,M,2011,Rajvi,1,0.01
BERAT,M,2011,Ralji,1,0.01
BERAT,M,2011,Ramadan,1,0.01
BERAT,M,2011,Ramazan,2,0.01
BERAT,M,2011,Rean,1,0.01
BERAT,M,2011,Rebik,1,0.01
BERAT,M,2011,Redi,1,0.01
BERAT,M,2011,Rehan,1,0.01
BERAT,M,2011,Rei,2,0.01
BERAT,M,2011,Reinaldo,1,0.01
BERAT,M,2011,Renato,2,0.01
BERAT,M,2011,Renis,1,0.01
BERAT,M,2011,Rexhep,1,0.01
BERAT,M,2011,Riçard,1,0.01
BERAT,M,2011,Rigels,3,0.02
BERAT,M,2011,Rikardo,2,0.01
BERAT,M,2011,Risard,1,0.01
BERAT,M,2011,Robert,1,0.01
BERAT,M,2011,Roel,1,0.01
BERAT,M,2011,Roelio,1,0.01
BERAT,M,2011,Roeljo,1,0.01
BERAT,M,2011,Roit,1,0.01
BERAT,M,2011,Romario,1,0.01
BERAT,M,2011,Romeo,2,0.01
BERAT,M,2011,Rubin,1,0.01
BERAT,M,2011,Rumen,1,0.01
BERAT,M,2011,Sabrin,1,0.01
BERAT,M,2011,Saimir,1,0.01
BERAT,M,2011,Sajdi,2,0.01
BERAT,M,2011,Samuel,4,0.02
BERAT,M,2011,Sani,1,0.01
BERAT,M,2011,Santi,2,0.01
BERAT,M,2011,Santiago,1,0.01
BERAT,M,2011,Santiljano,1,0.01
BERAT,M,2011,Santjago,1,0.01
BERAT,M,2011,Sarjon,1,0.01
BERAT,M,2011,Savio,2,0.01
BERAT,M,2011,Savjol,1,0.01
BERAT,M,2011,Sebastian,1,0.01
BERAT,M,2011,Sebastjan,2,0.01
BERAT,M,2011,Sefer,1,0.01
BERAT,M,2011,Seldi,2,0.01
BERAT,M,2011,Selmi,1,0.01
BERAT,M,2011,Semi,2,0.01
BERAT,M,2011,Semiljano,1,0.01
BERAT,M,2011,Serxhio,1,0.01
BERAT,M,2011,Serxho,2,0.01
BERAT,M,2011,Sevi,1,0.01
BERAT,M,2011,Sidrit,1,0.01
BERAT,M,2011,Siljano,1,0.01
BERAT,M,2011,Silvio,1,0.01
BERAT,M,2011,Sindi,1,0.01
BERAT,M,2011,Skënder,1,0.01
BERAT,M,2011,Skerdi,1,0.01
BERAT,M,2011,Slejdi,1,0.01
BERAT,M,2011,Smail,1,0.01
BERAT,M,2011,Stavro,1,0.01
BERAT,M,2011,Stefan,2,0.01
BERAT,M,2011,Stevi,1,0.01
BERAT,M,2011,Stiljano,2,0.01
BERAT,M,2011,Stivi,2,0.01
BERAT,M,2011,Suljano,1,0.01
BERAT,M,2011,Suljon,1,0.01
BERAT,M,2011,Sulo,1,0.01
BERAT,M,2011,Syrja,1,0.01
BERAT,M,2011,Shahin,1,0.01
BERAT,M,2011,Shaip,1,0.01
BERAT,M,2011,Tafil,1,0.01
BERAT,M,2011,Tedi,1,0.01
BERAT,M,2011,Tefik,1,0.01
BERAT,M,2011,Telha,1,0.01
BERAT,M,2011,Tetem,1,0.01
BERAT,M,2011,Tomas,2,0.01
BERAT,M,2011,Theodhoro,1,0.01
BERAT,M,2011,Valentin,1,0.01
BERAT,M,2011,Valentino,2,0.01
BERAT,M,2011,Vasil,2,0.01
BERAT,M,2011,Velian,1,0.01
BERAT,M,2011,Venis,1,0.01
BERAT,M,2011,Viglent,1,0.01
BERAT,M,2011,Xhaner,1,0.01
BERAT,M,2011,Xhanino,1,0.01
BERAT,M,2011,Xhedi,1,0.01
BERAT,M,2011,Xhesil,1,0.01
BERAT,M,2011,Xhevair,1,0.01
BERAT,M,2011,Xhevdet,1,0.01
BERAT,M,2011,Xhoel,2,0.01
BERAT,M,2011,Xhonatan,1,0.01
BERAT,M,2011,Xhonsild,1,0.01
BERAT,M,2011,Xhualin,1,0.01
BERAT,M,2011,Xhuliano,1,0.01
BERAT,M,2011,Xhulio,1,0.01
BERAT,M,2011,Xhuljano,3,0.02
BERAT,M,2011,Xhuljo,1,0.01
BERAT,M,2011,Ylmi,1,0.01
BERAT,M,2011,Yzedin,1,0.01
BERAT,M,2011,Zani,1,0.01
BERAT,M,2011,Zeldi,1,0.01
BERAT,M,2011,Zeni,1,0.01
BERAT,F,2011,Abiola,1,0.01
BERAT,F,2011,Abiona,1,0.01
BERAT,F,2011,Adela,1,0.01
BERAT,F,2011,Adelajda,4,0.02
BERAT,F,2011,Adelina,1,0.01
BERAT,F,2011,Adenisa,1,0.01
BERAT,F,2011,Adriola,1,0.01
BERAT,F,2011,Aeltja,1,0.01
BERAT,F,2011,Afërdita,1,0.01
BERAT,F,2011,Afiona,1,0.01
BERAT,F,2011,Agnes,1,0.01
BERAT,F,2011,Agnesa,4,0.02
BERAT,F,2011,Aida,1,0.01
BERAT,F,2011,Aila,1,0.01
BERAT,F,2011,Ajla,4,0.02
BERAT,F,2011,Ajlin,1,0.01
BERAT,F,2011,Ajsela,2,0.01
BERAT,F,2011,Ajselda,1,0.01
BERAT,F,2011,Ajsi,1,0.01
BERAT,F,2011,Ajsli,1,0.01
BERAT,F,2011,Aksela,1,0.01
BERAT,F,2011,Albana,1,0.01
BERAT,F,2011,Albertina,1,0.01
BERAT,F,2011,Albina,2,0.01
BERAT,F,2011,Albjona,2,0.01
BERAT,F,2011,Aleandra,1,0.01
BERAT,F,2011,Alehandra,1,0.01
BERAT,F,2011,Aleksia,2,0.01
BERAT,F,2011,Alesia,6,0.04
BERAT,F,2011,Alesja,6,0.04
BERAT,F,2011,Alisa,1,0.01
BERAT,F,2011,Alisja,3,0.02
BERAT,F,2011,Alkena,1,0.01
BERAT,F,2011,Alkida,2,0.01
BERAT,F,2011,Alma,1,0.01
BERAT,F,2011,Alsina,1,0.01
BERAT,F,2011,Altea,2,0.01
BERAT,F,2011,Altixhiana,1,0.01
BERAT,F,2011,Aludjona,1,0.01
BERAT,F,2011,Alvia,1,0.01
BERAT,F,2011,Alvisa,1,0.01
BERAT,F,2011,Amanda,1,0.01
BERAT,F,2011,Amarda,1,0.01
BERAT,F,2011,Amarilda,1,0.01
BERAT,F,2011,Amariliz,1,0.01
BERAT,F,2011,Amber,1,0.01
BERAT,F,2011,Ameda,1,0.01
BERAT,F,2011,Amela,1,0.01
BERAT,F,2011,Amelia,6,0.04
BERAT,F,2011,Amelja,3,0.02
BERAT,F,2011,Amina,1,0.01
BERAT,F,2011,Amra,1,0.01
BERAT,F,2011,Amsa,1,0.01
BERAT,F,2011,Ana,1,0.01
BERAT,F,2011,Andonela,1,0.01
BERAT,F,2011,Anelda,1,0.01
BERAT,F,2011,Anesja,1,0.01
BERAT,F,2011,Angela,1,0.01
BERAT,F,2011,Anisa,1,0.01
BERAT,F,2011,Antea,1,0.01
BERAT,F,2011,Antonela,5,0.03
BERAT,F,2011,Antonja,1,0.01
BERAT,F,2011,Anxhela,6,0.04
BERAT,F,2011,Anxhelika,1,0.01
BERAT,F,2011,Anxhelina,2,0.01
BERAT,F,2011,Anja,2,0.01
BERAT,F,2011,Anjeza,1,0.01
BERAT,F,2011,Arbana,1,0.01
BERAT,F,2011,Arelda,1,0.01
BERAT,F,2011,Ares,1,0.01
BERAT,F,2011,Arja,1,0.01
BERAT,F,2011,Arjesa,1,0.01
BERAT,F,2011,Arjola,3,0.02
BERAT,F,2011,Arlinda,1,0.01
BERAT,F,2011,Armela,3,0.02
BERAT,F,2011,Armelina,1,0.01
BERAT,F,2011,Armelisa,1,0.01
BERAT,F,2011,Arnesa,1,0.01
BERAT,F,2011,Artea,1,0.01
BERAT,F,2011,Artenisa,3,0.02
BERAT,F,2011,Artesa,1,0.01
BERAT,F,2011,Asimela,1,0.01
BERAT,F,2011,Aurela,1,0.01
BERAT,F,2011,Aurelja,1,0.01
BERAT,F,2011,Aurora,2,0.01
BERAT,F,2011,Avjola,1,0.01
BERAT,F,2011,Bajamena,1,0.01
BERAT,F,2011,Bajonela,1,0.01
BERAT,F,2011,Bea,1,0.01
BERAT,F,2011,Bejaze,1,0.01
BERAT,F,2011,Belisa,1,0.01
BERAT,F,2011,Belkisa,2,0.01
BERAT,F,2011,Berenisa,1,0.01
